7.18,7.25,6.01,7.12,15100,5.888485
1992-07-29,11.75001,11.75001,11.75001,11.75001,3000,2.334269
1992-07-28,12.50001,12.50001,12.50001,12.50001,000,2.483264
1992-07-27,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-24,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-23,12.50001,12.50001,12.50001,12.50001,900,2.467369
1992-07-22,11.00001,11.00001,11.00001,11.00001,300,2.171285
1992-07-21,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-20,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-17,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-16,12.50001,12.50001,12.50001,12.50001,600,2.467369
1992-07-15,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-14,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-13,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-10,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-09,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-08,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-07,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-07-06,12.50001,12.50001,12.50001,12.50001,9000,2.467369
1992-07-02,11.87499,11.87499,11.87499,11.87499,000,2.343997
1992-07-01,12.00,12.00,11.87499,11.87499,10200,2.343997
1992-06-30,11.00001,11.00001,11.00001,11.00001,3000,2.171285
1992-06-29,12.24999,12.24999,12.24999,12.24999,6000,2.418018
1992-06-26,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-25,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-24,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-23,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-22,12.00,12.00,11.25,11.49999,9000,2.269976
1992-06-19,11.87499,11.87499,11.87499,11.87499,000,2.343997
1992-06-18,11.87499,11.87499,11.87499,11.87499,1800,2.343997
1992-06-17,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-16,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-15,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-12,11.49999,11.49999,11.49999,11.49999,000,2.269976
1992-06-11,11.49999,11.49999,11.49999,11.49999,3000,2.269976
1992-06-10,11.25,11.25,11.25,11.25,000,2.220631
1992-06-09,11.25,11.25,11.25,11.25,000,2.220631
1992-06-08,11.25,11.25,11.25,11.25,000,2.220631
1992-06-05,11.25,11.25,11.25,11.25,000,2.220631
1992-06-04,11.25,11.25,11.25,11.25,000,2.220631
1992-06-03,11.25,11.25,11.25,11.25,9000,2.220631
1992-06-02,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-06-01,11.75001,12.50001,11.25,12.50001,11700,2.467369
1992-05-29,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-28,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-27,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-26,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-22,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-21,11.75001,11.75001,11.75001,11.75001,3300,2.319328
1992-05-20,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-19,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-18,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-15,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-14,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-13,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-12,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-11,11.75001,11.75001,11.75001,11.75001,4800,2.319328
1992-05-08,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-07,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-06,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-05,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-04,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-05-01,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-04-30,11.75001,11.75001,11.75001,11.75001,000,2.319328
1992-04-29,11.75001,11.75001,11.75001,11.75001,600,2.319328
1992-04-28,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-04-27,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-04-24,12.50001,12.50001,12.50001,12.50001,000,2.467369
1992-04-23,11.87499,12.50001,11.87499,12.50001,9000,2.467369
1992-04-22,12.99999,12.99999,12.00,12.00,2400,2.368673
1992-04-21,12.00,12.00,12.00,12.00,000,2.368673
1992-04-20,12.00,12.00,12.00,12.00,000,2.368673
1992-04-16,12.00,12.00,12.00,12.00,000,2.35288
1992-04-15,12.00,12.00,12.00,12.00,000,2.35288
1992-04-14,12.00,12.00,12.00,12.00,000,2.35288
1992-04-13,12.00,12.00,12.00,12.00,000,2.35288
1992-04-10,12.00,12.00,12.00,12.00,000,2.35288
1992-04-09,12.00,12.00,12.00,12.00,000,2.35288
1992-04-08,12.00,12.00,12.00,12.00,000,2.35288
1992-04-07,12.00,12.00,12.00,12.00,900,2.35288
1992-04-06,12.00,12.00,12.00,12.00,000,2.35288
1992-04-03,12.00,12.00,12.00,12.00,000,2.35288
1992-04-02,12.00,12.00,12.00,12.00,1200,2.35288
1992-04-01,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-31,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-30,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-27,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-26,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-25,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-24,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-23,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-20,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-19,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-03-18,12.62499,12.75,12.62499,12.62499,3300,2.475424
1992-03-17,12.24999,12.62499,12.24999,12.62499,4200,2.475424
1992-03-16,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-03-13,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-03-12,12.24999,12.50001,12.24999,12.50001,6000,2.450918
1992-03-11,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-03-10,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-03-09,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-03-06,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-03-05,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-03-04,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-03-03,12.24999,12.24999,12.24999,12.24999,300,2.401896
1992-03-02,12.62499,12.62499,12.62499,12.62499,000,2.475424
1992-02-28,12.62499,12.62499,12.62499,12.62499,900,2.475424
1992-02-27,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-02-26,12.24999,12.24999,12.24999,12.24999,1200,2.401896
1992-02-25,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-02-24,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-02-21,12.24999,12.24999,12.24999,12.24999,1800,2.401896
1992-02-20,12.24999,12.24999,12.24999,12.24999,000,2.401896
1992-02-19,12.24999,12.24999,12.24999,12.24999,600,2.401896
1992-02-18,12.99999,12.99999,12.99999,12.99999,000,2.548951
1992-02-14,12.99999,12.99999,12.99999,12.99999,000,2.548951
1992-02-13,12.99999,12.99999,12.99999,12.99999,3000,2.548951
1992-02-12,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-02-11,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-02-10,12.50001,12.50001,12.50001,12.50001,3000,2.450918
1992-02-07,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-02-06,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-02-05,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-02-04,12.50001,12.50001,12.50001,12.50001,000,2.450918
1992-02-03,12.00,12.50001,12.00,12.50001,30000,2.450918
1992-01-31,11.75001,11.75001,11.75001,11.75001,1500,2.303863
1992-01-30,12.375,12.375,12.375,12.375,000,2.426407
1992-01-29,12.375,12.375,12.375,12.375,000,2.410719
1992-01-28,12.375,12.375,12.375,12.375,000,2.410719
1992-01-27,12.375,12.375,12.375,12.375,000,2.410719
1992-01-24,12.375,12.375,12.375,12.375,900,2.410719
1992-01-23,11.75001,11.75001,11.75001,11.75001,000,2.288968
1992-01-22,11.75001,11.75001,11.75001,11.75001,000,2.288968
1992-01-21,11.75001,11.75001,11.75001,11.75001,000,2.288968
1992-01-20,11.75001,11.75001,11.75001,11.75001,000,2.288968
1992-01-17,11.75001,11.75001,11.75001,11.75001,000,2.288968
1992-01-16,11.75001,11.75001,11.75001,11.75001,000,2.288968
1992-01-15,11.75001,11.75001,11.75001,11.75001,1500,2.288968
1992-01-14,12.00,12.00,12.00,12.00,000,2.337667
1992-01-13,12.00,12.00,12.00,12.00,3000,2.337667
1992-01-10,12.50001,12.50001,12.50001,12.50001,1200,2.435072
1992-01-09,11.49999,11.49999,11.49999,11.49999,1200,2.240262
1992-01-08,12.00,12.00,12.00,12.00,000,2.337667
1992-01-07,12.00,12.00,12.00,12.00,000,2.337667
1992-01-06,11.49999,12.00,11.49999,12.00,104100,2.337667
1992-01-03,11.49999,11.49999,11.49999,11.49999,3000,2.240262
1992-01-02,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-12-31,11.49999,11.49999,11.49999,11.49999,2400,2.240262
1991-12-30,11.75001,11.75001,11.75001,11.75001,000,2.288968
1991-12-27,11.75001,11.75001,11.75001,11.75001,000,2.288968
1991-12-26,12.50001,12.50001,11.75001,11.75001,1800,2.288968
1991-12-24,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-12-23,11.49999,12.50001,11.49999,11.49999,17400,2.240262
1991-12-20,11.49999,11.49999,11.49999,11.49999,600,2.240262
1991-12-19,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-12-18,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-12-17,11.49999,11.49999,11.49999,11.49999,2100,2.240262
1991-12-16,12.50001,12.50001,12.50001,12.50001,900,2.435072
1991-12-13,11.75001,12.50001,11.75001,12.50001,3000,2.435072
1991-12-12,11.75001,11.75001,11.49999,11.49999,3600,2.240262
1991-12-11,12.00,12.00,12.00,12.00,000,2.337667
1991-12-10,12.00,12.00,12.00,12.00,000,2.337667
1991-12-09,12.50001,12.50001,12.00,12.00,33000,2.337667
1991-12-06,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-12-05,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-12-04,11.49999,11.49999,11.49999,11.49999,3000,2.240262
1991-12-03,11.49999,12.50001,11.49999,12.50001,3300,2.435072
1991-12-02,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-11-29,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-11-27,11.75001,12.375,11.49999,11.49999,2100,2.240262
1991-11-26,11.75001,12.00,11.25,12.00,6600,2.337667
1991-11-25,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-22,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-21,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-20,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-19,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-18,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-15,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-14,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-13,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-12,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-11,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-11-08,10.74999,10.74999,10.74999,10.74999,1500,2.094158
1991-11-07,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-11-06,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-11-05,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-11-04,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-11-01,11.49999,11.49999,11.49999,11.49999,000,2.240262
1991-10-31,11.49999,11.49999,11.49999,11.49999,600,2.240262
1991-10-30,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-10-29,10.74999,10.74999,10.74999,10.74999,300,2.094158
1991-10-28,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-10-25,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-10-24,10.74999,10.74999,10.74999,10.74999,000,2.094158
1991-10-23,10.74999,10.74999,10.74999,10.74999,000,2.078572
1991-10-22,10.74999,10.74999,10.74999,10.74999,6000,2.078572
1991-10-21,11.25,11.25,11.25,11.25,000,2.175252
1991-10-18,11.25,11.25,11.25,11.25,000,2.175252
1991-10-17,11.75001,11.75001,11.25,11.25,2400,2.175252
1991-10-16,11.75001,11.75001,11.75001,11.75001,000,2.271931
1991-10-15,11.75001,11.75001,11.75001,11.75001,6000,2.271931
1991-10-14,11.75001,11.75001,11.75001,11.75001,000,2.271931
1991-10-11,11.75001,11.75001,11.75001,11.75001,000,2.271931
1991-10-10,11.75001,11.75001,11.75001,11.75001,000,2.271931
1991-10-09,11.75001,11.75001,11.75001,11.75001,600,2.271931
1991-10-08,10.50,10.50,10.50,10.50,000,2.030235
1991-10-07,10.50,10.50,10.50,10.50,000,2.030235
1991-10-04,10.50,10.50,10.50,10.50,000,2.030235
1991-10-03,10.50,10.50,10.50,10.50,6000,2.030235
1991-10-02,11.75001,11.75001,11.75001,11.75001,300,2.271931
1991-10-01,10.875,10.875,10.875,10.875,000,2.102743
1991-09-30,10.875,10.875,10.875,10.875,000,2.102743
1991-09-27,10.875,10.875,10.875,10.875,000,2.102743
1991-09-26,10.875,10.875,10.875,10.875,000,2.102743
1991-09-25,10.875,10.875,10.875,10.875,000,2.102743
1991-09-24,10.875,10.875,10.875,10.875,000,2.102743
1991-09-23,10.875,10.875,10.875,10.875,1500,2.102743
1991-09-20,11.12499,11.12499,11.00001,11.12499,3000,2.15108
1991-09-19,10.50,10.50,10.50,10.50,000,2.030235
1991-09-18,10.50,10.50,10.50,10.50,000,2.030235
1991-09-17,10.50,10.50,10.50,10.50,000,2.030235
1991-09-16,10.50,10.50,10.50,10.50,600,2.030235
1991-09-13,10.50,10.50,10.50,10.50,300,2.030235
1991-09-12,10.50,10.50,10.50,10.50,000,2.030235
1991-09-11,10.50,10.50,10.50,10.50,000,2.030235
1991-09-10,10.50,10.50,10.50,10.50,300,2.030235
1991-09-09,11.00001,11.00001,11.00001,11.00001,000,2.126915
1991-09-06,11.00001,11.00001,11.00001,11.00001,000,2.126915
1991-09-05,11.00001,11.00001,11.00001,11.00001,000,2.126915
1991-09-04,11.00001,11.00001,11.00001,11.00001,000,2.126915
1991-09-03,11.00001,11.00001,11.00001,11.00001,1800,2.126915
1991-08-30,10.50,10.50,10.50,10.50,000,2.030235
1991-08-29,10.50,10.50,10.50,10.50,3600,2.030235
1991-08-28,10.50,10.50,10.50,10.50,3600,2.030235
1991-08-27,10.74999,10.74999,10.74999,10.74999,000,2.078572
1991-08-26,10.74999,10.74999,10.74999,10.74999,2700,2.078572
1991-08-23,10.50,10.50,10.50,10.50,000,2.030235
1991-08-22,10.50,10.50,10.50,10.50,000,2.030235
1991-08-21,10.50,10.50,10.50,10.50,000,2.030235
1991-08-20,10.50,10.50,10.50,10.50,000,2.030235
1991-08-19,10.50,10.50,10.50,10.50,000,2.030235
1991-08-16,10.50,10.50,10.50,10.50,000,2.030235
1991-08-15,10.50,10.50,10.50,10.50,000,2.030235
1991-08-14,10.50,10.50,10.50,10.50,000,2.030235
1991-08-13,10.50,10.50,10.50,10.50,000,2.030235
1991-08-12,10.50,10.50,10.50,10.50,000,2.030235
1991-08-09,10.50,10.50,10.50,10.50,900,2.030235
1991-08-08,10.50,10.50,10.50,10.50,000,2.030235
1991-08-07,10.50,10.50,10.50,10.50,600,2.030235
1991-08-06,11.49999,11.49999,11.49999,11.49999,000,2.223589
1991-08-05,11.49999,11.49999,11.49999,11.49999,000,2.223589
1991-08-02,11.49999,11.49999,11.49999,11.49999,1500,2.223589
1991-08-01,10.25001,10.25001,10.25001,10.25001,1500,1.981898
1991-07-31,9.99999,9.99999,9.99999,9.99999,000,1.933555
1991-07-30,9.99999,9.99999,9.99999,9.99999,000,1.933555
1991-07-29,9.99999,9.99999,9.99999,9.99999,000,1.933555
1991-07-26,9.99999,9.99999,9.99999,9.99999,000,1.933555
1991-07-25,9.99999,9.99999,9.99999,9.99999,000,1.933555
1991-07-24,9.99999,9.99999,9.99999,9.99999,000,1.933555
1991-07-23,9.99999,9.99999,9.99999,9.99999,000,1.933555
1991-07-22,9.99999,9.99999,9.99999,9.99999,000,1.918085
1991-07-19,9.99999,9.99999,9.99999,9.99999,900,1.918085
1991-07-18,10.50,10.50,10.50,10.50,000,2.013991
1991-07-17,9.99999,10.50,9.99999,10.50,7500,2.013991
1991-07-16,10.875,10.875,10.875,10.875,000,2.085919
1991-07-15,10.875,10.875,10.875,10.875,000,2.085919
1991-07-12,10.875,10.875,10.875,10.875,000,2.085919
1991-07-11,9.75,11.00001,9.75,10.875,66300,2.085919
1991-07-10,9.75,9.75,9.75,9.75,000,1.870134
1991-07-09,9.75,9.75,9.75,9.75,000,1.870134
1991-07-08,9.75,9.75,9.75,9.75,000,1.870134
1991-07-05,9.75,9.75,9.75,9.75,000,1.870134
1991-07-03,9.75,9.75,9.75,9.75,000,1.870134
1991-07-02,9.75,9.75,9.75,9.75,000,1.870134
1991-07-01,9.75,9.75,9.75,9.75,000,1.870134
1991-06-28,9.75,9.75,9.75,9.75,000,1.870134
1991-06-27,9.75,9.75,9.75,9.75,000,1.870134
1991-06-26,9.75,9.75,9.75,9.75,000,1.870134
1991-06-25,9.75,9.75,9.75,9.75,000,1.870134
1991-06-24,9.75,9.75,9.75,9.75,000,1.870134
1991-06-21,9.75,9.75,9.75,9.75,000,1.870134
1991-06-20,9.75,9.75,9.75,9.75,000,1.870134
1991-06-19,9.75,9.75,9.75,9.75,000,1.870134
1991-06-18,9.75,9.75,9.75,9.75,000,1.870134
1991-06-17,9.75,9.75,9.75,9.75,000,1.870134
1991-06-14,9.75,9.75,9.75,9.75,1800,1.870134
1991-06-13,10.74999,10.74999,10.74999,10.74999,000,2.061941
1991-06-12,10.74999,10.74999,10.74999,10.74999,000,2.061941
1991-06-11,10.74999,10.74999,10.74999,10.74999,000,2.061941
1991-06-10,10.74999,10.74999,10.74999,10.74999,000,2.061941
1991-06-07,10.74999,10.74999,10.74999,10.74999,000,2.061941
1991-06-06,10.25001,10.74999,10.25001,10.74999,48000,2.061941
1991-06-05,10.37499,10.37499,9.99999,9.99999,5400,1.918085
1991-06-04,11.00001,11.00001,9.99999,10.25001,21000,1.966041
1991-06-03,10.50,10.50,10.50,10.50,000,2.013991
1991-05-31,11.00001,11.00001,10.50,10.50,3600,2.013991
1991-05-30,9.99999,9.99999,9.99999,9.99999,000,1.918085
1991-05-29,9.99999,9.99999,9.99999,9.99999,000,1.918085
1991-05-28,9.99999,9.99999,9.99999,9.99999,3000,1.918085
1991-05-24,10.37499,10.37499,10.37499,10.37499,000,1.990013
1991-05-23,10.37499,10.37499,10.37499,10.37499,000,1.990013
1991-05-22,10.37499,10.37499,10.37499,10.37499,000,1.990013
1991-05-21,10.37499,10.37499,10.37499,10.37499,000,1.990013
1991-05-20,10.37499,10.37499,10.37499,10.37499,000,1.990013
1991-05-17,10.37499,10.37499,10.37499,10.37499,000,1.990013
1991-05-16,10.37499,10.37499,10.37499,10.37499,000,1.990013
1991-05-15,9.99999,10.37499,9.99999,10.37499,3000,1.990013
1991-05-14,10.25001,10.25001,10.25001,10.25001,000,1.966041
1991-05-13,10.25001,10.25001,10.25001,10.25001,4500,1.966041
1991-05-10,10.25001,10.25001,10.25001,10.25001,000,1.966041
1991-05-09,10.25001,10.25001,10.25001,10.25001,600,1.966041
1991-05-08,10.25001,10.25001,10.25001,10.25001,000,1.966041
1991-05-07,10.25001,10.25001,10.25001,10.25001,000,1.966041
1991-05-06,10.25001,10.25001,10.25001,10.25001,000,1.966041
1991-05-03,10.25001,10.25001,10.25001,10.25001,600,1.966041
1991-05-02,10.25001,10.25001,10.25001,10.25001,000,1.966041
1991-05-01,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-30,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-29,10.25001,10.25001,10.25001,10.25001,1500,1.950694
1991-04-26,10.25001,10.25001,10.25001,10.25001,900,1.950694
1991-04-25,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-24,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-23,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-22,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-19,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-18,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-17,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-16,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-15,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-12,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-11,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-10,10.25001,10.25001,10.25001,10.25001,300,1.950694
1991-04-09,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-08,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-05,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-04-04,10.25001,10.25001,10.25001,10.25001,2100,1.950694
1991-04-03,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-04-02,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-04-01,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-28,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-27,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-26,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-25,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-22,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-21,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-20,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-19,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-18,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-15,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-14,11.49999,11.49999,11.49999,11.49999,000,2.18858
1991-03-13,11.49999,11.49999,11.49999,11.49999,600,2.18858
1991-03-12,10.62501,10.62501,10.62501,10.62501,1800,2.022061
1991-03-11,10.25001,10.25001,10.25001,10.25001,1800,1.950694
1991-03-08,10.50,10.50,10.50,10.50,000,1.99827
1991-03-07,10.50,10.50,10.50,10.50,000,1.99827
1991-03-06,10.50,10.50,10.50,10.50,000,1.99827
1991-03-05,10.50,10.50,10.50,10.50,000,1.99827
1991-03-04,10.50,10.50,10.50,10.50,000,1.99827
1991-03-01,10.50,10.50,10.50,10.50,000,1.99827
1991-02-28,10.50,10.50,10.50,10.50,000,1.99827
1991-02-27,10.50,10.50,10.50,10.50,000,1.99827
1991-02-26,10.50,10.50,10.50,10.50,000,1.99827
1991-02-25,10.50,10.50,10.50,10.50,000,1.99827
1991-02-22,10.50,10.50,10.50,10.50,000,1.99827
1991-02-21,10.50,10.50,10.50,10.50,000,1.99827
1991-02-20,10.50,10.50,10.50,10.50,000,1.99827
1991-02-19,10.50,10.50,10.50,10.50,000,1.99827
1991-02-15,10.50,10.50,10.50,10.50,000,1.99827
1991-02-14,10.50,10.50,10.50,10.50,000,1.99827
1991-02-13,10.50,10.50,10.50,10.50,000,1.99827
1991-02-12,10.50,10.50,10.50,10.50,000,1.99827
1991-02-11,10.50,10.50,10.50,10.50,000,1.99827
1991-02-08,10.50,10.50,10.50,10.50,000,1.99827
1991-02-07,10.50,10.50,10.50,10.50,000,1.99827
1991-02-06,10.50,10.50,10.50,10.50,000,1.99827
1991-02-05,10.50,10.50,10.50,10.50,000,1.99827
1991-02-04,10.50,10.50,10.50,10.50,900,1.99827
1991-02-01,11.00001,11.00001,11.00001,11.00001,900,2.093428
1991-01-31,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-01-30,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-01-29,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-01-28,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-01-25,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-01-24,10.25001,10.25001,10.25001,10.25001,000,1.950694
1991-01-23,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-22,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-21,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-18,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-17,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-16,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-15,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-14,10.25001,10.25001,10.25001,10.25001,000,1.935467
1991-01-11,10.25001,10.25001,10.25001,10.25001,600,1.935467
1991-01-10,10.62501,10.62501,10.62501,10.62501,3000,2.006277
1991-01-09,11.00001,11.00001,11.00001,11.00001,000,2.077087
1991-01-08,11.00001,11.00001,11.00001,11.00001,000,2.077087
1991-01-07,11.00001,11.00001,11.00001,11.00001,1500,2.077087
1991-01-04,12.00,12.00,12.00,12.00,000,2.265911
1991-01-03,11.49999,12.00,11.49999,12.00,9000,2.265911
1991-01-02,11.49999,12.00,11.49999,11.49999,20400,2.171496
1990-12-31,11.49999,11.49999,11.49999,11.49999,6000,2.171496
1990-12-28,11.49999,12.00,11.49999,11.49999,6600,2.171496
1990-12-27,11.49999,12.00,11.49999,11.49999,9000,2.171496
1990-12-26,11.87499,11.87499,11.87499,11.87499,000,2.242306
1990-12-24,11.87499,11.87499,11.87499,11.87499,000,2.242306
1990-12-21,11.49999,12.00,11.49999,11.87499,9900,2.242306
1990-12-20,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-19,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-18,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-17,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-14,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-13,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-12,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-11,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-12-10,11.49999,11.49999,11.49999,11.49999,300,2.171496
1990-12-07,12.24999,12.24999,12.24999,12.24999,000,2.313116
1990-12-06,12.00,12.24999,12.00,12.24999,12000,2.313116
1990-12-05,12.24999,12.24999,12.24999,12.24999,000,2.313116
1990-12-04,12.24999,12.24999,12.24999,12.24999,900,2.313116
1990-12-03,11.75001,12.50001,11.75001,12.00,9600,2.265911
1990-11-30,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-11-29,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-11-28,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-11-27,11.49999,11.49999,11.49999,11.49999,6000,2.171496
