7.18,7.25,6.01,7.12,15100,5.888485
2007-03-16,18.549999,18.549999,18.549999,18.549999,400,14.66618
2007-03-15,18.540001,18.700001,18.540001,18.629999,400,14.72943
2007-03-14,18.58,18.709999,18.58,18.58,1300,14.689899
2007-03-13,18.719999,18.719999,18.719999,18.719999,200,14.800587
2007-03-12,18.58,18.92,18.58,18.790001,2000,14.855933
2007-03-09,18.690001,18.690001,18.690001,18.690001,000,14.776869
2007-03-08,18.58,18.809999,18.58,18.690001,3000,14.776869
2007-03-07,18.799999,18.84,18.76,18.76,400,14.832213
2007-03-06,18.60,18.67,18.60,18.67,7900,14.761056
2007-03-05,18.700001,18.75,18.700001,18.75,200,14.824307
2007-03-02,18.50,18.58,18.50,18.58,900,14.689899
2007-03-01,18.700001,18.700001,18.700001,18.700001,500,14.784776
2007-02-28,18.50,18.57,18.50,18.57,1900,14.681993
2007-02-27,19.049999,19.049999,18.530001,18.540001,2300,14.658275
2007-02-26,19.00,19.030001,18.92,18.959999,3900,14.990338
2007-02-23,19.02,19.02,19.00,19.00,600,15.021964
2007-02-22,19.15,19.15,19.00,19.049999,1800,15.061495
2007-02-21,19.08,19.200001,19.08,19.15,2600,15.140558
2007-02-20,18.98,19.18,18.780001,19.08,2600,15.085214
2007-02-16,18.98,18.98,18.98,18.98,000,15.006151
2007-02-15,18.98,18.98,18.98,18.98,400,15.006151
2007-02-14,19.049999,19.049999,19.049999,19.049999,1000,15.061495
2007-02-13,19.139999,19.139999,19.00,19.00,1700,15.021964
2007-02-12,19.129999,19.129999,19.129999,19.129999,1000,15.124745
2007-02-09,19.25,19.25,19.25,19.25,000,15.219621
2007-02-08,19.299999,19.299999,19.200001,19.25,900,15.219621
2007-02-07,19.389999,19.389999,19.389999,19.389999,300,15.330309
2007-02-06,19.50,19.50,19.389999,19.389999,2300,15.330309
2007-02-05,19.620001,19.620001,19.549999,19.549999,400,15.45681
2007-02-02,19.620001,19.620001,19.620001,19.620001,000,15.512155
2007-02-01,19.620001,19.620001,19.620001,19.620001,100,15.512155
2007-01-31,19.799999,19.799999,19.799999,19.799999,000,15.654467
2007-01-30,19.65,19.84,19.65,19.799999,1000,15.58331
2007-01-29,19.73,19.73,19.59,19.59,300,15.418033
2007-01-26,19.75,19.75,19.75,19.75,100,15.543959
2007-01-25,20.129999,20.129999,19.84,19.84,1300,15.614792
2007-01-24,20.10,20.10,20.10,20.10,100,15.819422
2007-01-23,20.200001,20.200001,20.200001,20.200001,300,15.898125
2007-01-22,20.450001,20.450001,20.200001,20.200001,1000,15.898125
2007-01-19,20.299999,20.59,20.299999,20.59,600,16.205069
2007-01-18,20.10,20.10,20.10,20.10,000,15.819422
2007-01-17,20.10,20.10,20.10,20.10,000,15.819422
2007-01-16,20.10,20.10,20.10,20.10,000,15.819422
2007-01-12,20.10,20.10,20.10,20.10,000,15.819422
2007-01-11,20.10,20.10,20.10,20.10,100,15.819422
2007-01-10,19.75,20.00,19.75,20.00,1600,15.740718
2007-01-09,19.60,19.60,19.60,19.60,1000,15.425904
2007-01-08,19.450001,19.60,19.450001,19.52,1400,15.362941
2007-01-05,19.299999,19.40,19.299999,19.40,1000,15.268496
2007-01-04,19.01,19.120001,19.01,19.120001,3200,15.048127
2007-01-03,19.120001,19.120001,19.049999,19.059999,4600,15.000903
2006-12-29,19.190001,19.190001,19.10,19.10,300,15.032386
2006-12-28,19.049999,19.10,19.00,19.10,2900,15.032386
2006-12-27,19.059999,19.07,19.059999,19.059999,700,15.000903
2006-12-26,19.219999,19.219999,19.120001,19.120001,400,15.048127
2006-12-22,19.00,19.10,19.00,19.10,1000,15.032386
2006-12-21,18.700001,18.700001,18.700001,18.700001,000,14.717572
2006-12-20,18.700001,18.700001,18.700001,18.700001,100,14.717572
2006-12-19,18.700001,18.700001,18.700001,18.700001,000,14.717572
2006-12-18,18.700001,18.700001,18.700001,18.700001,2700,14.717572
2006-12-15,18.799999,18.90,18.75,18.75,1400,14.756923
2006-12-14,18.65,18.65,18.65,18.65,100,14.678219
2006-12-13,18.57,18.57,18.57,18.57,000,14.615256
2006-12-12,18.60,18.60,18.57,18.57,1900,14.615256
2006-12-11,18.709999,18.709999,18.50,18.60,1300,14.638868
2006-12-08,18.75,18.84,18.75,18.75,2700,14.756923
2006-12-07,18.66,18.91,18.66,18.75,700,14.756923
2006-12-06,18.66,18.66,18.51,18.51,1400,14.568034
2006-12-05,18.66,18.709999,18.610001,18.709999,500,14.725441
2006-12-04,18.549999,18.549999,18.549999,18.549999,200,14.599515
2006-12-01,18.700001,18.700001,18.700001,18.700001,100,14.717572
2006-11-30,18.73,18.73,18.73,18.73,000,14.741182
2006-11-29,18.73,18.73,18.73,18.73,000,14.741182
2006-11-28,18.73,18.73,18.73,18.73,200,14.741182
2006-11-27,18.790001,18.790001,18.75,18.75,700,14.756923
2006-11-24,18.790001,18.790001,18.790001,18.790001,100,14.788405
2006-11-22,18.969999,18.969999,18.780001,18.780001,1000,14.780534
2006-11-21,19.10,19.10,18.879999,18.879999,700,14.859237
2006-11-20,19.219999,19.219999,19.219999,19.219999,000,15.126829
2006-11-17,19.200001,19.219999,19.200001,19.219999,500,15.126829
2006-11-16,18.969999,19.50,18.969999,19.50,700,15.3472
2006-11-15,19.10,19.10,19.10,19.10,2000,15.032386
2006-11-14,18.969999,18.969999,18.969999,18.969999,000,14.93007
2006-11-13,18.799999,18.969999,18.799999,18.969999,400,14.93007
2006-11-10,18.959999,18.959999,18.950001,18.950001,400,14.914331
2006-11-09,18.98,19.10,18.950001,18.950001,800,14.914331
2006-11-08,18.959999,18.969999,18.959999,18.969999,1400,14.93007
2006-11-07,19.059999,19.059999,19.059999,19.059999,000,15.000903
2006-11-06,19.059999,19.059999,19.059999,19.059999,000,15.000903
2006-11-03,18.950001,19.059999,18.940001,19.059999,500,15.000903
2006-11-02,18.85,18.85,18.85,18.85,000,14.835627
2006-11-01,19.030001,19.030001,18.85,18.85,700,14.835627
2006-10-31,18.870001,19.00,18.870001,19.00,700,14.882849
2006-10-30,18.92,19.02,18.549999,18.549999,2200,14.53036
2006-10-27,19.02,19.040001,18.83,19.040001,2200,14.914182
2006-10-26,18.969999,18.969999,18.969999,18.969999,1100,14.859349
2006-10-25,18.969999,18.969999,18.889999,18.889999,700,14.796685
2006-10-24,18.83,18.92,18.40,18.92,16100,14.820185
2006-10-23,19.00,19.00,18.809999,18.809999,17600,14.73402
2006-10-20,19.030001,19.16,18.83,19.16,65800,15.008178
2006-10-19,19.35,19.35,18.92,19.00,7400,14.882849
2006-10-18,19.60,19.60,19.299999,19.530001,1800,15.298003
2006-10-17,19.57,19.700001,19.57,19.700001,500,15.431165
2006-10-16,19.629999,19.629999,19.40,19.40,6900,15.196172
2006-10-13,20.00,20.00,19.60,19.75,9500,15.47033
2006-10-12,19.549999,20.15,19.549999,20.15,2400,15.783653
2006-10-11,19.52,19.799999,19.52,19.700001,5000,15.431165
2006-10-10,19.09,19.09,19.09,19.09,000,14.953347
2006-10-09,19.620001,19.620001,19.08,19.09,1600,14.953347
2006-10-06,19.67,19.67,19.67,19.67,200,15.407665
2006-10-05,19.73,19.809999,19.59,19.75,2700,15.47033
2006-10-04,19.77,19.77,19.77,19.77,400,15.485997
2006-10-03,19.73,19.73,19.73,19.73,000,15.454664
2006-10-02,19.66,19.77,19.50,19.73,3100,15.454664
2006-09-29,19.799999,19.799999,19.50,19.549999,6800,15.313668
2006-09-28,19.83,19.83,19.83,19.83,000,15.532995
2006-09-27,20.219999,20.219999,19.75,19.83,10100,15.532995
2006-09-26,20.60,20.60,20.00,20.00,18200,15.666157
2006-09-25,20.57,20.57,20.57,20.57,000,16.112642
2006-09-22,20.57,20.75,20.00,20.57,4300,16.112642
2006-09-21,20.610001,20.610001,20.57,20.57,1700,16.112642
2006-09-20,20.610001,20.610001,20.610001,20.610001,100,16.143975
2006-09-19,20.60,20.65,20.60,20.65,800,16.175307
2006-09-18,20.68,20.68,20.68,20.68,000,16.198807
2006-09-15,20.620001,20.68,20.620001,20.68,300,16.198807
2006-09-14,20.780001,20.790001,20.780001,20.790001,200,16.284971
2006-09-13,20.629999,20.629999,20.629999,20.629999,500,16.15964
2006-09-12,20.75,20.75,20.75,20.75,000,16.253638
2006-09-11,20.75,20.75,20.75,20.75,000,16.253638
2006-09-08,20.75,20.75,20.75,20.75,500,16.253638
2006-09-07,20.68,20.68,20.629999,20.629999,600,16.15964
2006-09-06,20.799999,20.799999,20.799999,20.799999,000,16.292803
2006-09-05,20.629999,20.799999,20.629999,20.799999,300,16.292803
2006-09-01,20.610001,20.610001,20.610001,20.610001,500,16.143975
2006-08-31,20.629999,20.629999,20.60,20.60,6300,16.136142
2006-08-30,20.75,20.76,20.75,20.76,5000,16.261471
2006-08-29,20.809999,20.809999,20.809999,20.809999,200,16.300636
2006-08-28,20.75,20.75,20.75,20.75,100,16.253638
2006-08-25,20.629999,20.629999,20.629999,20.629999,100,16.15964
2006-08-24,20.629999,20.629999,20.629999,20.629999,000,16.15964
2006-08-23,21.40,21.40,20.629999,20.629999,3900,16.15964
2006-08-22,21.709999,21.709999,21.469999,21.469999,800,16.817619
2006-08-21,21.799999,21.799999,21.799999,21.799999,000,17.076111
2006-08-18,21.799999,21.799999,21.799999,21.799999,000,17.076111
2006-08-17,21.450001,21.799999,21.450001,21.799999,2300,17.076111
2006-08-16,20.790001,21.49,20.790001,21.49,2500,16.833286
2006-08-15,20.700001,20.700001,20.700001,20.700001,200,16.214473
2006-08-14,20.57,20.57,20.57,20.57,000,16.112642
2006-08-11,20.57,20.57,20.57,20.57,300,16.112642
2006-08-10,20.75,20.75,20.75,20.75,100,16.253638
2006-08-09,20.629999,20.629999,20.58,20.58,500,16.120476
2006-08-08,20.690001,20.700001,20.690001,20.700001,200,16.214473
2006-08-07,20.67,20.700001,20.67,20.700001,200,16.214473
2006-08-04,20.959999,20.959999,20.66,20.90,1900,16.371134
2006-08-03,21.200001,21.200001,21.200001,21.200001,000,16.606127
2006-08-02,21.200001,21.200001,21.200001,21.200001,000,16.606127
2006-08-01,21.200001,21.200001,21.200001,21.200001,100,16.53563
2006-07-31,21.120001,21.35,21.120001,21.35,700,16.652627
2006-07-28,21.35,21.35,21.35,21.35,000,16.652627
2006-07-27,21.35,21.35,21.35,21.35,000,16.652627
2006-07-26,21.35,21.35,21.35,21.35,000,16.652627
2006-07-25,21.35,21.35,21.35,21.35,000,16.652627
2006-07-24,21.35,21.35,21.35,21.35,000,16.652627
2006-07-21,21.450001,21.450001,21.35,21.35,400,16.652627
2006-07-20,21.549999,21.549999,21.549999,21.549999,100,16.808622
2006-07-19,21.24,21.65,21.24,21.65,800,16.886621
2006-07-18,21.120001,21.120001,21.120001,21.120001,200,16.473231
2006-07-17,21.15,21.16,21.120001,21.16,6400,16.50443
2006-07-14,21.49,21.49,21.49,21.49,000,16.761824
2006-07-13,21.200001,21.49,21.200001,21.49,900,16.761824
2006-07-12,21.15,21.15,21.15,21.15,300,16.49663
2006-07-11,21.200001,21.25,21.200001,21.25,200,16.574628
2006-07-10,21.200001,21.360001,21.129999,21.360001,1100,16.660427
2006-07-07,21.120001,21.120001,21.120001,21.120001,000,16.473231
2006-07-06,21.120001,21.120001,21.120001,21.120001,1400,16.473231
2006-07-05,21.25,21.25,21.25,21.25,000,16.574628
2006-07-03,21.25,21.25,21.25,21.25,100,16.574628
2006-06-30,21.09,21.09,21.00,21.00,400,16.379633
2006-06-29,20.85,20.85,20.85,20.85,000,16.262636
2006-06-28,20.85,20.85,20.85,20.85,000,16.262636
2006-06-27,20.85,20.85,20.85,20.85,000,16.262636
2006-06-26,20.85,20.85,20.85,20.85,200,16.262636
2006-06-23,21.299999,21.299999,20.85,20.85,1700,16.262636
2006-06-22,21.90,21.90,21.50,21.50,1200,16.769624
2006-06-21,21.90,22.10,21.90,22.10,400,17.237614
2006-06-20,21.450001,21.690001,21.200001,21.690001,1300,16.917821
2006-06-19,21.629999,21.629999,21.629999,21.629999,000,16.871021
2006-06-16,21.59,21.709999,21.57,21.629999,1900,16.871021
2006-06-15,21.299999,21.59,21.299999,21.59,1100,16.839822
2006-06-14,21.25,21.25,21.049999,21.25,1600,16.574628
2006-06-13,21.00,21.27,20.959999,21.27,1200,16.590228
2006-06-12,20.90,20.90,20.90,20.90,400,16.301634
2006-06-09,20.799999,20.799999,20.799999,20.799999,000,16.223636
2006-06-08,20.950001,20.950001,20.799999,20.799999,300,16.223636
2006-06-07,20.76,20.76,20.76,20.76,200,16.192437
2006-06-06,20.799999,20.82,20.799999,20.799999,1500,16.223636
2006-06-05,21.00,21.00,21.00,21.00,3000,16.379633
2006-06-02,20.90,21.00,20.799999,21.00,5900,16.379633
2006-06-01,21.00,21.00,21.00,21.00,3700,16.379633
2006-05-31,21.01,21.01,21.01,21.01,000,16.387433
2006-05-30,21.200001,21.200001,21.01,21.01,300,16.387433
2006-05-26,21.00,21.01,21.00,21.00,3100,16.379633
2006-05-25,21.01,21.01,21.01,21.01,000,16.387433
2006-05-24,21.01,21.01,21.01,21.01,200,16.387433
2006-05-23,21.00,21.00,21.00,21.00,000,16.379633
2006-05-22,21.00,21.00,21.00,21.00,200,16.379633
2006-05-19,21.00,21.00,21.00,21.00,000,16.379633
2006-05-18,21.00,21.00,21.00,21.00,4500,16.379633
2006-05-17,21.00,21.00,21.00,21.00,000,16.379633
2006-05-16,21.200001,21.200001,21.00,21.00,5000,16.379633
2006-05-15,21.200001,21.200001,21.200001,21.200001,1100,16.53563
2006-05-12,21.25,21.25,21.200001,21.200001,4200,16.53563
2006-05-11,21.389999,21.389999,21.389999,21.389999,000,16.683825
2006-05-10,21.200001,21.389999,21.190001,21.389999,1300,16.683825
2006-05-09,21.299999,21.299999,21.299999,21.299999,200,16.613627
2006-05-08,21.309999,21.309999,21.309999,21.309999,100,16.621427
2006-05-05,21.75,21.75,21.50,21.50,500,16.769624
2006-05-04,22.00,22.00,22.00,22.00,000,17.159615
2006-05-03,21.08,22.00,21.08,22.00,2300,17.159615
2006-05-02,21.10,21.10,21.10,21.10,000,16.387433
2006-05-01,21.10,21.10,21.10,21.10,2000,16.387433
2006-04-28,21.10,21.10,21.10,21.10,000,16.387433
2006-04-27,21.10,21.10,21.10,21.10,000,16.387433
2006-04-26,21.10,21.10,21.10,21.10,30900,16.387433
2006-04-25,21.049999,21.049999,21.049999,21.049999,200,16.348599
2006-04-24,21.049999,21.049999,21.049999,21.049999,200,16.348599
2006-04-21,21.00,21.00,21.00,21.00,000,16.309767
2006-04-20,21.049999,21.049999,21.00,21.00,2000,16.309767
2006-04-19,21.059999,21.200001,21.00,21.200001,1100,16.465098
2006-04-18,21.049999,21.049999,21.049999,21.049999,000,16.348599
2006-04-17,21.290001,21.290001,21.049999,21.049999,700,16.348599
2006-04-13,21.049999,21.049999,21.049999,21.049999,3200,16.348599
2006-04-12,21.00,21.00,21.00,21.00,2600,16.309767
2006-04-11,21.049999,21.049999,21.049999,21.049999,000,16.348599
2006-04-10,21.049999,21.049999,21.049999,21.049999,100,16.348599
2006-04-07,21.00,21.049999,21.00,21.049999,700,16.348599
2006-04-06,21.00,21.00,21.00,21.00,100,16.309767
2006-04-05,21.030001,21.030001,21.00,21.00,2700,16.309767
2006-04-04,21.25,21.25,21.25,21.25,000,16.503931
2006-04-03,21.25,21.25,21.25,21.25,000,16.503931
2006-03-31,21.25,21.25,21.25,21.25,100,16.503931
2006-03-30,21.00,21.01,21.00,21.01,400,16.317533
2006-03-29,21.00,21.00,21.00,21.00,400,16.309767
2006-03-28,20.90,20.90,20.90,20.90,200,16.232101
2006-03-27,20.799999,20.799999,20.799999,20.799999,200,16.154435
2006-03-24,21.00,21.00,21.00,21.00,1000,16.309767
2006-03-23,21.01,21.049999,21.01,21.049999,200,16.348599
2006-03-22,21.200001,21.200001,21.200001,21.200001,000,16.465098
2006-03-21,21.110001,21.290001,21.110001,21.200001,300,16.465098
2006-03-20,21.120001,21.120001,21.120001,21.120001,000,16.402966
2006-03-17,21.02,21.25,21.02,21.120001,1400,16.402966
2006-03-16,21.10,21.35,21.10,21.35,600,16.581596
2006-03-15,20.85,20.85,20.85,20.85,2800,16.193269
2006-03-14,20.83,20.83,20.82,20.82,1100,16.169968
2006-03-13,21.00,21.00,21.00,21.00,900,16.309767
2006-03-10,21.200001,21.200001,21.00,21.00,1700,16.309767
2006-03-09,21.40,21.40,21.40,21.40,000,16.620429
2006-03-08,21.40,21.59,21.40,21.40,600,16.620429
2006-03-07,21.799999,21.799999,21.25,21.25,1000,16.503931
2006-03-06,21.799999,21.799999,21.799999,21.799999,200,16.931091
2006-03-03,22.00,22.00,22.00,22.00,500,17.086422
2006-03-02,22.00,22.00,21.799999,21.799999,2200,16.931091
2006-03-01,22.200001,22.200001,21.950001,21.959999,3100,17.055355
2006-02-28,23.25,23.40,22.40,22.40,5200,17.397084
2006-02-27,24.00,24.00,23.200001,23.200001,7400,18.018409
2006-02-24,22.85,22.85,22.85,22.85,200,17.74658
2006-02-23,22.809999,22.809999,22.809999,22.809999,000,17.715513
2006-02-22,22.809999,22.809999,22.809999,22.809999,100,17.715513
2006-02-21,22.950001,22.950001,22.950001,22.950001,000,17.824246
2006-02-17,23.01,23.01,22.950001,22.950001,1000,17.824246
2006-02-16,23.129999,23.129999,23.129999,23.129999,000,17.964042
2006-02-15,23.129999,23.129999,23.129999,23.129999,800,17.964042
2006-02-14,23.200001,23.200001,23.200001,23.200001,000,18.018409
2006-02-13,23.34,23.35,23.200001,23.200001,1500,18.018409
2006-02-10,23.25,23.25,23.25,23.25,2000,18.057242
2006-02-09,23.50,23.549999,23.50,23.549999,2300,18.290238
2006-02-08,23.799999,23.799999,23.549999,23.60,1600,18.329071
2006-02-07,23.66,23.68,23.66,23.68,500,18.391204
2006-02-06,23.75,23.799999,23.67,23.75,101300,18.445569
2006-02-03,23.700001,23.700001,23.700001,23.700001,000,18.406737
2006-02-02,23.700001,23.700001,23.700001,23.700001,000,18.406737
2006-02-01,23.700001,23.700001,23.700001,23.700001,300,18.406737
2006-01-31,23.99,23.99,23.99,23.99,000,18.562067
2006-01-30,23.99,23.99,23.99,23.99,000,18.562067
2006-01-27,23.99,23.99,23.99,23.99,000,18.562067
2006-01-26,23.99,23.99,23.99,23.99,000,18.562067
2006-01-25,23.99,23.99,23.99,23.99,700,18.562067
2006-01-24,23.99,23.99,23.98,23.98,2000,18.554329
2006-01-23,23.99,23.99,23.99,23.99,500,18.562067
2006-01-20,23.950001,23.950001,23.950001,23.950001,000,18.531118
2006-01-19,23.950001,23.950001,23.950001,23.950001,300,18.531118
2006-01-18,23.799999,24.00,23.799999,23.799999,2700,18.415055
2006-01-17,24.00,24.00,24.00,24.00,400,18.569804
2006-01-13,23.90,23.90,23.90,23.90,400,18.49243
2006-01-12,24.00,24.00,24.00,24.00,000,18.569804
2006-01-11,24.10,24.10,24.00,24.00,200,18.569804
2006-01-10,24.219999,24.219999,24.219999,24.219999,300,18.740027
2006-01-09,24.450001,24.459999,24.200001,24.459999,2900,18.925725
2006-01-06,24.26,24.40,24.200001,24.40,500,18.879301
2006-01-05,24.299999,24.299999,24.299999,24.299999,200,18.801926
2006-01-04,24.50,24.50,24.50,24.50,1000,18.956675
2006-01-03,24.40,24.50,24.25,24.50,4400,18.956675
2005-12-30,23.780001,24.00,23.780001,24.00,1300,18.569804
2005-12-29,23.700001,23.90,23.700001,23.90,600,18.49243
2005-12-28,23.200001,23.51,23.200001,23.50,700,18.182933
2005-12-27,22.799999,23.00,22.799999,23.00,800,17.796062
2005-12-23,23.00,23.00,23.00,23.00,000,17.796062
2005-12-22,22.610001,23.00,22.610001,23.00,3400,17.796062
2005-12-21,22.50,22.50,22.50,22.50,300,17.409191
2005-12-20,22.50,22.50,22.50,22.50,2600,17.409191
2005-12-19,22.50,22.50,22.50,22.50,000,17.409191
2005-12-16,22.50,22.50,22.50,22.50,000,17.409191
2005-12-15,22.50,22.50,22.50,22.50,3700,17.409191
2005-12-14,22.49,22.50,22.49,22.50,1700,17.409191
2005-12-13,22.360001,22.360001,22.360001,22.360001,000,17.300868
2005-12-12,22.43,22.43,22.209999,22.360001,300,17.300868
2005-12-09,22.48,22.50,22.40,22.50,4300,17.409191
2005-12-08,22.48,22.48,22.48,22.48,500,17.393716
2005-12-07,22.35,22.35,22.35,22.35,200,17.29313
2005-12-06,22.50,22.50,22.50,22.50,600,17.409191
2005-12-05,22.40,22.50,22.40,22.50,2100,17.409191
2005-12-02,22.35,22.35,22.299999,22.299999,800,17.254442
2005-12-01,22.450001,22.450001,22.450001,22.450001,6200,17.370505
2005-11-30,22.450001,22.450001,22.450001,22.450001,3100,17.370505
2005-11-29,22.450001,22.450001,22.450001,22.450001,300,17.370505
2005-11-28,22.309999,22.309999,22.309999,22.309999,000,17.26218
2005-11-25,22.299999,22.309999,22.299999,22.309999,200,17.26218
2005-11-23,22.299999,22.48,22.200001,22.200001,2900,17.177069
2005-11-22,22.15,22.15,22.15,22.15,000,17.138381
2005-11-21,22.15,22.15,22.15,22.15,100,17.138381
2005-11-18,22.299999,22.299999,22.299999,22.299999,1200,17.254442
2005-11-17,22.50,22.50,22.50,22.50,000,17.409191
2005-11-16,22.50,22.50,22.50,22.50,1100,17.409191
2005-11-15,22.50,22.50,22.50,22.50,2000,17.409191
2005-11-14,22.450001,22.50,22.450001,22.50,2400,17.409191
2005-11-11,22.60,22.60,22.60,22.60,600,17.486566
2005-11-10,22.60,22.60,22.60,22.60,500,17.486566
2005-11-09,22.60,22.60,22.60,22.60,100,17.486566
2005-11-08,22.50,22.50,22.50,22.50,000,17.409191
2005-11-07,22.50,22.50,22.50,22.50,1400,17.409191
2005-11-04,22.50,22.50,22.50,22.50,1300,17.409191
2005-11-03,22.299999,22.299999,22.299999,22.299999,300,17.254442
2005-11-02,22.40,22.40,22.40,22.40,000,17.331817
2005-11-01,22.40,22.40,22.40,22.40,400,17.331817
2005-10-31,22.200001,22.40,22.200001,22.40,1500,17.331817
2005-10-28,22.15,22.15,22.15,22.15,000,17.068745
2005-10-27,22.16,22.16,22.15,22.15,400,17.068745
2005-10-26,22.110001,22.16,22.110001,22.16,400,17.076451
2005-10-25,22.299999,22.299999,22.299999,22.299999,2100,17.184335
2005-10-24,22.50,22.50,22.50,22.50,1800,17.338455
2005-10-21,22.35,22.49,22.35,22.49,1200,17.330749
2005-10-20,22.50,22.50,22.50,22.50,1000,17.338455
2005-10-19,22.450001,22.50,22.290001,22.50,6100,17.338455
2005-10-18,22.299999,22.299999,22.299999,22.299999,100,17.184335
2005-10-17,21.950001,22.50,21.950001,22.49,5500,17.330749
2005-10-14,21.799999,21.799999,21.66,21.66,1200,16.691152
2005-10-13,21.950001,21.959999,21.950001,21.959999,1000,16.922331
2005-10-12,22.10,22.200001,22.049999,22.049999,1300,16.991685
2005-10-11,22.450001,22.450001,22.00,22.00,1000,16.953156
2005-10-10,22.60,22.60,22.60,22.60,000,17.415515
2005-10-07,22.15,22.60,22.15,22.60,1500,17.415515
2005-10-06,22.25,22.25,22.25,22.25,000,17.145805
2005-10-05,22.25,22.25,22.25,22.25,100,17.145805
2005-10-04,22.00,22.35,22.00,22.35,700,17.222865
2005-10-03,21.99,22.10,21.99,22.10,1000,17.030216
2005-09-30,21.83,21.83,21.83,21.83,500,16.822154
2005-09-29,21.799999,21.799999,21.799999,21.799999,300,16.799036
2005-09-28,21.90,21.90,21.799999,21.799999,2100,16.799036
2005-09-27,22.200001,22.200001,22.00,22.00,1200,16.953156
2005-09-26,22.40,22.40,22.40,22.40,000,17.261395
2005-09-23,22.40,22.40,22.40,22.40,000,17.261395
2005-09-22,22.40,22.40,22.40,22.40,1000,17.261395
2005-09-21,22.209999,22.209999,22.209999,22.209999,000,17.114981
2005-09-20,22.209999,22.209999,22.209999,22.209999,000,17.114981
2005-09-19,22.25,22.60,22.209999,22.209999,21600,17.114981
2005-09-16,22.25,22.25,22.25,22.25,000,17.145805
2005-09-15,22.25,22.25,22.25,22.25,3200,17.145805
2005-09-14,22.209999,22.209999,22.209999,22.209999,100,17.114981
2005-09-13,22.299999,22.299999,22.299999,22.299999,600,17.184335
2005-09-12,22.40,22.40,22.40,22.40,000,17.261395
2005-09-09,22.40,22.40,22.40,22.40,200,17.261395
2005-09-08,22.299999,22.50,22.299999,22.50,1300,17.338455
2005-09-07,21.85,22.200001,21.85,22.200001,2300,17.107276
2005-09-06,21.25,22.00,21.25,22.00,14600,16.953156
2005-09-02,21.10,21.10,21.10,21.10,1200,16.259618
2005-09-01,21.15,21.200001,21.059999,21.200001,1700,16.336678
2005-08-31,21.700001,21.700001,21.10,21.25,5300,16.375207
2005-08-30,21.85,21.85,21.85,21.85,100,16.837566
2005-08-29,21.889999,21.889999,21.889999,21.889999,1000,16.86839
2005-08-26,21.799999,21.90,21.799999,21.889999,1100,16.86839
2005-08-25,22.00,22.00,21.50,21.709999,3300,16.729682
2005-08-24,21.950001,22.10,21.950001,22.00,3000,16.953156
2005-08-23,21.799999,21.90,21.799999,21.90,3100,16.876096
